test_dice_history,test_iou_history,test_miou_history,test_recall_history,test_f1_history,test_precision_history,test_fpr_history,test_mae_history
0.8864272236824036,0.7960182428359985,0.8397762179374695,0.8867671489715576,0.886425522241579,0.886084258556366,0.005543700885027647,0.021523842588067055
0.9056301712989807,0.8275326490402222,0.8764700889587402,0.905652642250061,0.9056282132941195,0.9056038856506348,0.005140246823430061,0.016117535531520844
0.9165067672729492,0.8458802103996277,0.8709139823913574,0.9497278332710266,0.9165060668251059,0.8855300545692444,0.03445402905344963,0.046248406171798706
0.8902419209480286,0.8021858930587769,0.8581481575965881,0.9173049926757812,0.8902365541360089,0.8647199273109436,0.0025569070130586624,0.007079043425619602
0.8777043223381042,0.7820600271224976,0.8436414003372192,0.9789450764656067,0.8777032928641041,0.795439600944519,0.04311974719166756,0.045243460685014725
0.7967063784599304,0.6620966196060181,0.7735242247581482,0.9130004644393921,0.7967004522115583,0.7066818475723267,0.006297229323536158,0.010886206291615963
0.8986843824386597,0.8159962296485901,0.8636035919189453,0.8898098468780518,0.8986760997813487,0.9077209234237671,0.00025462935445830226,0.003956731408834457
0.804987370967865,0.6736205816268921,0.8071216940879822,0.8857357501983643,0.8049859359408553,0.7377294898033142,0.037903230637311935,0.04592174291610718
0.8933436870574951,0.807244598865509,0.8692502975463867,0.8399268984794617,0.8933428798523594,0.9540144801139832,0.008160526864230633,0.04750704765319824
0.8982217311859131,0.8152453303337097,0.8518141508102417,0.9012944102287292,0.8982204419567748,0.8951674699783325,0.007467111572623253,0.029981903731822968
